code,airport_name
OBC,Obock Airport
OBD,Obano Airport
OBE,Okeechobee County Airport
OBF,Oberpfaffenhofen Airport
OBI,Óbidos Airport
OBL,Oostmalle Airfield
OBM,Morobe Airport
OBN,Oban Airport
OBO,Tokachi–Obihiro Airport
OBS,Aubenas Aerodrome
OBU,Kobuk Airport
OBX,Obo Airport
OCA,Ocean Reef Club Airport
OCC,Francisco de Orellana Airport
OCE,Ocean City Municipal Airport
OCF,Ocala International Airport
OCH,A.L. Mangham Jr. Regional Airport
OCJ,Ian Fleming International Airport
OCM,Boolgeeda Airport
OCN,Oceanside Municipal Airport
OCS,Corisco International Airport
OCV,Aguas Claras Airport
OCW,Washington–Warren Airport
ODA,Ouadda Airport
ODB,Córdoba Airport
ODC,Oakdale Airport
ODD,Oodnadatta Airport
ODE,Hans Christian Andersen Airport
ODH,RAF Odiham
ODJ,Ouanda Djallé Airport
ODL,Cordillo Downs Airport
ODM,Garrett County Airport
ODN,Long Seridan Airport
ODO,Bodaybo Airport
ODR,Ord River Airport
ODS,Odessa International Airport
ODW,A.J. Eisenberg Airport
ODY,Oudomsay Airport
OEC,Oecusse Airport
OEL,Oryol Yuzhny Airport
OEM,Vincent Fayks Airport
OEO,L.O. Simenstad Municipal Airport
OER,Örnsköldsvik Airport
OES,Antoine de Saint Exupéry Airport
OFF,Offutt Air Force Base
OFI,Ouango Fitini Airport
OFJ,Ólafsfjörður Airport
OFK,Norfolk Regional Airport
OFU,Ofu Airport
OGA,Searle Field
OGB,Orangeburg Municipal Airport
OGD,Ogden-Hinckley Airport
OGE,Ogeramnang Airport
OGG,Kahului Airport
OGL,Ogle Airport
OGM,Ustupu-Ogobsucum Airport
OGN,Yonaguni Airport
OGO,Abengourou Airport
OGR,Bongor Airport
OGS,Ogdensburg International Airport
OGU,Ordu–Giresun Airport
OGV,Ongava Airstrip
OGX,Ain Beida Airport
OGZ,Beslan Airport
OHA,RNZAF Base Ohakea
OHB,Ambohibary Airport
OHD,"Ohrid ""St. Paul the Apostle"" Airport"
OHE,Mohe Gulian Airport
OHH,Okha Airport
OHI,Oshakati Airport
OHO,Okhotsk Airport
OHR,Wyk auf Föhr Airport
OHS,Sohar Airport
OHT,PAF Base Kohat
OIA,Ourilândia do Norte Airport
OIC,Lt. Warren Eaton Airport
OIM,Oshima Airport
OIR,Okushiri Airport
OIT,Oita Airport
OJC,Johnson County Executive Airport
OJU,Tanjung Api Airport
OKA,Naha Airport
OKB,Orchid Beach Airport
OKC,Will Rogers World Airport
OKD,Okadama Airport
OKE,Okinoerabu Airport
OKF,Okaukuejo Airport
OKG,Okoyo Airport
OKH,RAF Cottesmore
OKI,Oki Airport
OKJ,Okayama Airport
OKK,Kokomo Municipal Airport
OKL,Gunung Bintang Airport
OKM,Okmulgee Regional Airport
OKN,Okondja Airport
OKO,Yokota Air Base
OKP,Oksapmin Airport
OKQ,Okaba Airport
OKR,Yorke Island Airport
OKS,Garden County Airport
OKT,Oktyabrsky Airport
OKU,Mokuti Lodge Airport
OKV,Okao Airport
OKY,Oakey Army Aviation Centre
OLA,Ørland Airport
OLB,Olbia Costa Smeralda Airport
OLC,Senadora Eunice Michiles Airport
OLD,Old Town Municipal Airport and Seaplane Base
OLE,Cattaraugus County-Olean Airport
OLF,L. M. Clayton Airport
OLH,Old Harbor Airport
OLI,Rif Airport
OLJ,Olpoi Airport
OLK,Fuerte Olimpo Airport
OLL,Oyo Ollombo Airport
OLM,Olympia Regional Airport
OLN,Lago Musters Airport
OLO,Olomouc Airport
OLP,Olympic Dam Airport
OLQ,Olsobip Airport
OLR,Forward Operating Base Salerno
OLS,Nogales International Airport
OLU,Columbus Municipal Airport
OLV,Olive Branch Airport
OLX,Olkiombo Airstrip
OLY,Olney-Noble Airport
OLZ,Olyokminsk Airport
OMA,Eppley Airfield
OMB,Omboué Hospital Airport
OMC,Ormoc Airport
OMD,Oranjemund Airport
OME,Nome Airport
OMF,King Hussein Air Base
OMG,Omega Airport
OMH,Urmia Airport
OMI,Omidiyeh Air Base
OMJ,Ōmura Airport
OMK,Omak Airport
OML,Omkalai Airport
OMM,Marmul Airport
OMO,Mostar Airport
OMR,Oradea International Airport
OMS,Omsk Tsentralny Airport
OMY,Thbeng Meanchey Airport
ONA,Winona Municipal Airport
ONB,Ononge Airport
OND,Ondangwa Airport
ONE,Onepusu Airport
ONG,Mornington Island Airport
ONH,Oneonta Municipal Airport
ONI,Moanamani Airport
ONJ,Odate–Noshiro Airport
ONK,Olenyok Airport
ONL,O'Neill Municipal Airport
ONM,Socorro Municipal Airport
ONO,Ontario Municipal Airport
ONP,Newport Municipal Airport
ONQ,Zonguldak Airport
ONR,Monkira Airport
ONS,Onslow Airport
ONT,Ontario International Airport
ONU,Ono-i-Lau Airport
ONX,Enrique Adolfo Jiménez Airport
ONY,Olney Municipal Airport
OOA,Oskaloosa Municipal Airport
OOK,Toksook Bay Airport
OOL,Gold Coast Airport
OOM,Cooma–Snowy Mountains Airport
OOR,Mooraberree Airport
OOT,Onotoa Airport
OPA,Kópasker Airport
OPB,Open Bay Airport
OPF,Miami-Opa Locka Executive Airport
OPI,Oenpelli Airport
OPL,St. Landry Parish Airport
OPO,Francisco de Sá Carneiro Airport
OPS,Presidente João Figueiredo Airport
OPU,Balimo Airport
OPW,Opuwa Airport
ORA,Orán Airport
ORB,Örebro Airport
ORC,Orocue Airport
ORD,O'Hare International Airport
ORE,Orléans – Saint-Denis-de-l'Hôtel Airport
ORF,Norfolk International Airport
ORG,Zorg en Hoop Airport
ORH,Worcester Regional Airport
ORI,Port Lions Airport
ORJ,Orinduik Airport
ORK,Cork Airport
ORL,Orlando Executive Airport
ORM,Sywell Aerodrome
ORN,Oran Es Sénia Airport
ORO,Yoro Airport
ORP,Orapa Airport
ORR,Yorketown Airport
ORS,Orpheus Island Resort Waterport
ORT,Northway Airport
ORU,Juan Mendoza Airport
ORV,Robert (Bob) Curtis Memorial Airport
ORW,Ormara Airport
ORX,Oriximiná Airport
ORY,Orly Airport
ORZ,Orange Walk Airport
OSA[1],1
OSB,Grand Glaize-Osage Beach Airport
OSC,Oscoda–Wurtsmith Airport
OSD,Åre Östersund Airport
OSE,Omora Airport
OSF,Ostafyevo International Airport
OSG,Ossima Airport
OSH,Wittman Regional Airport
OSI,Osijek Airport
OSK,Oskarshamn Airport
OSL,"Oslo Airport, Gardermoen"
OSM,Mosul International Airport
OSN,Osan Air Base
OSO,Osborne Mine Airport
OSR,Leoš Janáček Airport Ostrava
OSS,Osh Airport
OST,Ostend–Bruges International Airport
OSU,Ohio State University Airport
OSW,Orsk Airport
OSX,Kosciusko-Attala County Airport
OSY,"Namsos Airport, Høknesøra"
OSZ,Koszalin-Zegrze Pomorskie Airport
OTA,Mota Airport
OTC,Bol-Bérim Airport
OTD,Contadora Airport
OTG,Worthington Municipal Airport
OTH,Southwest Oregon Regional Airport
OTI,Pitu Airport
OTJ,Otjiwarongo Airport
OTK,Tillamook Airport
OTL,Boutilimit Airport
OTM,Ottumwa Regional Airport
OTN,Ed-Air Airport
OTP,Henri Coandă International Airport
OTR,Coto 47 Airport
OTS,Anacortes Airport
OTT,Andre Maggi Airport
OTU,Otú Airport
OTV,Ontong Java Airport
OTY,Oria Airport
OTZ,Ralph Wien Memorial Airport
OUA,Ouagadougou Airport
OUD,Angads Airport
OUE,Ouésso Airport
OUG,Ouahigouya Airport
OUH,Oudtshoorn Airport
OUK,Out Skerries Airport
OUL,Oulu Airport
OUM,Oum Hadjer Airport
OUN,University of Oklahoma Westheimer Airport
OUR,Batouri Airport
OUS,Jornalista Benedito Pimentel–Ourinhos State Airport
OUT,Bousso Airport
OUU,Ouanga Airport
OUZ,Tazadit Airport
OVA,Bekily Airport
OVB,Tolmachevo Airport
OVD,Asturias Airport
OVE,Oroville Municipal Airport
OVG,Air Force Base Overberg
OVL,El Tuqui Airport
OVR,Olavarría Airport
OVS,Sovetsky Airport
OWA,Owatonna Degner Regional Airport
OWB,Owensboro–Daviess County Airport
OWD,Norwood Memorial Airport
OWE,Owendo Airport
OWK,Central Maine Airport of Norridgewock
OXB,Osvaldo Vieira International Airport
OXC,Waterbury–Oxford Airport
OXD,Miami University Airport
OXF,Oxford Airport
OXO,Orientos Airport
OXR,Oxnard Airport
OXY,Morney Airport
OYA,Goya Airport
OYE,Oyem Airport
OYG,Moyo Airport
OYK,Oiapoque Airport
OYL,Moyale Airport
OYN,Ouyen Airport
OYO,Tres Arroyos Airport
OYP,Saint-Georges-de-l'Oyapock Airport
OZA,Ozona Municipal Airport
OZC,Labo Airport
OZG,Zagora Airport
OZH,Zaporizhia International Airport
OZP,Morón Air Base
OZR,Cairns Army Airfield
OZZ,Ouarzazate Airport
PAA,Hpa-An Airport
PAB,Bilaspur Airport
PAC,"Albrook ""Marcos A. Gelabert"" International Airport"
PAD,Paderborn Lippstadt Airport
PAE,Paine Field
PAF,Pakuba Airfield
PAG,Pagadian Airport
PAH,Barkley Regional Airport
PAJ,Parachinar Airport
PAK,Port Allen Airport
PAL,Captain Germán Olano Moreno Air Base
PAM,Tyndall Air Force Base
PAN,Pattani Airport
PAO,Palo Alto Airport
PAP,Toussaint L'Ouverture International Airport
PAQ,Palmer Municipal Airport
PAR[1],1
PAS,Paros National Airport
PAT,Lok Nayak Jayaprakash Airport
PAU,Pauk Airport
PAV,Paulo Afonso Airport
PAW,Pambwa Airport
PAX,Port-de-Paix Airport
PAY,Pamol Airport
PAZ,El Tajín National Airport
PBB,Paranaíba Airport
PBC,Hermanos Serdán International Airport
PBD,Porbandar Airport
PBE,Morela Airport
PBF,Grider Field
PBG,Plattsburgh International Airport
PBH,Paro International Airport
PBI,Palm Beach International Airport
PBJ,Paama Airport
PBL,Bartolomé Salom Airport
PBM,Johan Adolf Pengel International Airport
PBN,Porto Amboim Airport
PBO,Paraburdoo Airport
PBP,Punta Islita Airport
PBQ,Pimenta Bueno Airport
PBR,Puerto Barrios Airport
PBT,Puerto Leda Airport
PBU,Putao Airport
PBV,Porto dos Gaúchos Airport
PBX,Fazenda Piraguassu Airport
PBZ,Plettenberg Bay Airport
PCA,Portage Creek Airport
PCB,Pondok Cabe Airport
PCC,Puerto Rico Airport
PCD,Prairie du Chien Municipal Airport
PCF,Potchefstroom Airport
PCH,Palacios Airport
PCJ,Puerto La Victoria Airport
PCL,FAP Captain David Abensur Rengifo International Airport
PCM,Playa del Carmen Airport
PCN,Picton Aerodrome
PCO,Punta Colorada Airstrip
PCP,Príncipe Airport
PCQ,Boun Neua Airport
PCR,Germán Olano Airport
PCS,Picos Airport
PCT,Princeton Airport
PCU,Poplarville-Pearl River County Airport
PCV,Punta Chivato Airstrip
PDA,Obando Airport
PDB,Pedro Bay Airport
PDC,Mueo/Nickel Airport
PDD,Ponta do Ouro Airport
PDE,Pandie Pandie Airport
PDF,Faz Taua Airport
PDG,Minangkabau International Airport
PDI,Pindiu Airport
PDK,DeKalb–Peachtree Airport
PDL,João Paulo II Airport
PDM,Pedasí Airport
PDN,Parndana Airport
PDO,Pendopo Airport
PDP,Capitán de Corbeta Carlos A. Curbelo International Airport
PDR,Presidente Dutra Airport
PDS,Piedras Negras International Airport
PDT,Eastern Oregon Regional Airport
PDU,Tydeo Larre Borges International Airport
PDV,Plovdiv Airport
PDX,Portland International Airport
PDZ,Pedernales Airport
PEA,Penneshaw Airport
PEB,Pebane Airport
PEC,Pelican Seaplane Base
PED,Pardubice Airport
PEE,Perm International Airport
PEF,Peenemünde Airfield
PEG,Perugia San Francesco d'Assisi – Umbria International Airport
PEH,Comodoro Pedro Zanni Airport
PEI,Matecaña International Airport
PEK,Beijing Capital International Airport
PEL,Pelaneng Airport
PEM,Padre Aldamiz International Airport
PEN,Penang International Airport
PEP,Peppimenarti Airport
PEQ,Pecos Municipal Airport
PER,Perth Airport
PES,Petrozavodsk Airport
PET,João Simões Lopes Neto International Airport
PEU,Puerto Lempira Airport
PEV,Pécs-Pogány International Airport
PEW,Bacha Khan International Airport
PEX,Pechora Airport
PEY,Penong Airport
PEZ,Penza Airport
PFB,Lauro Kurtz Airport
PFC,Pacific City State Airport
PFJ,Patreksfjörður Airport
PFO,Paphos International Airport
PFQ,Parsabad-Moghan Airport
PFR,Ilebo Airport
PGA,Page Municipal Airport
PGB,Pangoa Airport
PGC,Grant County Airport
PGD,Punta Gorda Airport
PGE,Yegepa Airport
PGF,Perpignan–Rivesaltes Airport
PGH,Pantnagar Airport
PGI,Chitato Airport
PGK,Depati Amir Airport
PGL,Trent Lott International Airport
PGM,Port Graham Airport
PGN,Pangia Airport
PGO,Stevens Field
PGR,Kirk Field
PGS,Grand Canyon Caverns Airport
PGU,Persian Gulf Airport
PGV,Pitt–Greenville Airport
PGX,Périgueux Bassillac Airport
PGZ,Comte. Antonio Amilton Beraldo Airport
PHA,Phan Rang Air Base
PHB,Parnaíba-Prefeito Dr. João Silva Filho International Airport
PHC,Port Harcourt International Airport
PHD,Harry Clever Field
PHE,Port Hedland International Airport
PHF,Newport News/Williamsburg International Airport
PHG,Port Harcourt City Airport
PHI,Pinheiro Airport
PHK,Palm Beach County Glades Airport
PHL,Philadelphia International Airport
PHN,St. Clair County International Airport
PHO,Point Hope Airport
PHP,Philip Airport
PHQ,The Monument Airport
PHR,Pacific Harbour Airport
PHS,Phitsanulok Airport
PHT,Henry County Airport
PHW,Hendrik Van Eck Airport
PHX,Phoenix Sky Harbor International Airport
PHY,Phetchabun Airport
PIA,General Wayne A. Downing Peoria International Airport
PIB,Hattiesburg–Laurel Regional Airport
PIC,Pine Cay Airport
PIE,St. Pete–Clearwater International Airport
PIF,Pingtung South Airport
PIH,Pocatello Regional Airport
PIK,Glasgow Prestwick Airport
PIL,Carlos Miguel Jiménez Airport
PIM,Harris County Airport
PIN,Júlio Belém Airport
PIO,Capitán FAP Renán Elías Olivera Airport
PIP,Pilot Point Airport
PIQ,Pipillipai Airport
PIR,Pierre Regional Airport
PIS,Poitiers–Biard Airport
PIT,Pittsburgh International Airport
PIU,FAP Captain Guillermo Concha Iberico International Airport
PIV,Pirapora Airport
PIW,Pikwitonei Airport
PIX,Pico Airport
PIZ,Point Lay LRRS Airport
PJA,Pajala Airport
PJB,Payson Airport
PJC,Dr. Augusto Roberto Fuster International Airport
PJG,Panjgur Airport
PJM,Puerto Jiménez Airport
PKA,Napaskiak Airport
PKB,Mid-Ohio Valley Regional Airport
PKC,Petropavlovsk-Kamchatsky Airport
PKD,Park Rapids Municipal Airport
PKE,Parkes Airport
PKF,Park Falls Municipal Airport
PKG,Pangkor Airport
PKH,Porto Cheli Airport
PKJ,Playa Grande Airport
PKK,Pakokku Airport
PKM,Port Kaituma Airstrip
PKN,Iskandar Airport
PKO,Parakou Airport
PKP,Puka-Puka Airport
PKR,Pokhara Airport
PKT,Port Keats Airfield
PKU,Sultan Syarif Kasim II International Airport
PKV,Pskov Airport
PKW,Selebi-Phikwe Airport
PKX,Beijing Daxing International Airport
PKY,Tjilik Riwut Airport
PKZ,Pakse International Airport
PLA,Planadas Airport
PLC,Planeta Rica Airport
PLD,Carrillo Airport
PLE,Paiela Airport
PLF,Pala Airport
PLH,Plymouth City Airport
PLI,Palm Island Airport
PLJ,Placencia Airport
PLK,M. Graham Clark Downtown Airport
PLL,Manaus Air Force Base
PLM,Sultan Mahmud Badaruddin II International Airport
PLN,Pellston Regional Airport
PLO,Port Lincoln Airport
PLP,Captain Ramon Xatruch Airport
PLQ,Palanga International Airport
PLR,St. Clair County Airport
PLS,Providenciales International Airport
PLT,Plato Airport
PLU,Belo Horizonte/Pampulha – Carlos Drummond de Andrade Airport
PLV,Poltava Airport
PLW,Mutiara Airport
PLX,Semey Airport
PLY,Plymouth Municipal Airport
PLZ,Port Elizabeth Airport
PMA,Pemba Airport
PMB,Pembina Municipal Airport
PMC,El Tepual Airport
PMD,Palmdale Regional Airport
PMF,Parma Airport
PMG,Ponta Porã International Airport
PMH,Greater Portsmouth Regional Airport
PMI,Palma de Mallorca Airport
PMK,Palm Island Airport
PML,Port Moller Airport
PMN,Pumani Airport
PMO,Falcone–Borsellino Airport
PMP,Pimaga Airport
PMQ,Perito Moreno Airport
PMR,Palmerston North Airport
PMS,Palmyra Airport
PMT,Paramakatoi Airstrip
PMV,Santiago Mariño Caribbean International Airport
PMW,Palmas–Brigadeiro Lysias Rodrigues Airport
PMX,Metropolitan Airport
PMY,El Tehuelche Airport
PMZ,Palmar Sur Airport
PNA,Pamplona Airport
PNB,Porto Nacional Airport
PNC,Ponca City Regional Airport
PND,Punta Gorda Airport
PNE,Northeast Philadelphia Airport
PNG,Santos Dumont Airport
PNH,Phnom Penh International Airport
PNI,Pohnpei International Airport
PNJ,Penglai Shahekou Airport
PNK,Supadio Airport
PNL,Pantelleria Airport
PNN,Princeton Municipal Airport
PNP,Girua Airport
PNQ,Pune Airport
PNR,Pointe Noire Airport
PNS,Pensacola International Airport
PNT,Teniente Julio Gallardo Airport
PNU,Panguitch Municipal Airport
PNV,Panevėžys Air Base
PNX,North Texas Regional Airport
PNY,Puducherry Airport
PNZ,Senador Nilo Coelho Airport
POA,Salgado Filho International Airport
POB,Pope Field
POC,Brackett Field
POD,Podor Airport
POE,Polk Army Airfield
POF,Poplar Bluff Municipal Airport
POG,Port-Gentil International Airport
POH,Pocahontas Municipal Airport
POI,Captain Nicolas Rojas Airport
POJ,Pedro Pereira dos Santos Airport
POL,Pemba Airport
POM,Jacksons International Airport
PON,Poptún Airport
POO,Poços de Caldas Airport
POP,Gregorio Luperón International Airport
POR,Pori Airport
POS,Piarco International Airport
POT,Ken Jones Aerodrome
POU,Dutchess County Airport
POV,Prešov Air Base
POW,Portorož Airport
POX,Pontoise – Cormeilles Aerodrome
POY,Powell Municipal Airport
POZ,Poznań–Ławica Airport
PPA,Perry Lefors Field
PPB,Presidente Prudente Airport
PPC,Prospect Creek Airport
PPE,Puerto Peñasco International Airport
PPF,Tri-City Airport
PPG,Pago Pago International Airport
PPH,Parai-tepuí Airport
PPI,Port Pirie Airport
PPJ,Panjang Island Airport
PPK,Petropavl Airport
PPL,Phaplu Airport
PPM,Pompano Beach Airpark
PPN,Guillermo León Valencia Airport
PPP,Whitsunday Coast Airport
PPQ,Kapiti Coast Airport
PPR,Tuanku Tambusai Airport
PPS,Puerto Princesa International Airport
PPT,Fa'a'ā International Airport
PPU,Papun Airport
PPV,Port Protection Seaplane Base
PPW,Papa Westray Airport
PPX,Param Airport
PPY,Pouso Alegre Airport
PPZ,Puerto Páez Airport
PQC,Phu Quoc International Airport
PQD,Batticaloa Seaplane Base
PQI,Northern Maine Regional Airport at Presque Isle
PQM,Palenque International Airport
PQQ,Port Macquarie Airport
PQS,Pilot Station Airport
PRA,General Justo José de Urquiza Airport
PRB,Paso Robles Municipal Airport
PRC,Ernest A. Love Field
PRD,Pardoo Airport
PRE,Pore Airport
PRG,Václav Havel Airport Prague
PRH,Phrae Airport
PRI,Praslin Island Airport
PRK,Prieska Airport
PRM,Portimão Airport
PRN,Pristina International Airport
PRO,Perry Municipal Airport
PRP,Propriano Airport
PRQ,Presidencia Roque Sáenz Peña Airport
PRR,Paruima Airport
PRS,Parasi Airport
PRU,Pyay Airport
PRV,Přerov Airport
PRW,Prentice Airport
PRX,Cox Field
PRY,Wonderboom Airport
PRZ,Prineville Airport
PSA,Pisa International Airport
PSB,Bellefonte Airport
PSC,Tri-Cities Airport
PSD,Port Said Airport
PSE,Mercedita Airport
PSF,Pittsfield Municipal Airport
PSG,Petersburg James A. Johnson Airport
PSH,Sankt Peter-Ording Airport
PSI,Pasni Airport
PSJ,Kasiguncu Airport
PSK,New River Valley Airport
PSL,Perth Airport
PSM,Portsmouth International Airport at Pease
PSN,Palestine Municipal Airport
PSO,Antonio Nariño Airport
PSP,Palm Springs International Airport
PSQ,Philadelphia Seaplane Base
PSR,Abruzzo Airport
PSS,Libertador General José de San Martín Airport
PSU,Pangsuma Airport
PSV,Papa Stour Airport
PSW,Passos Airport
PSX,Palacios Municipal Airport
PSY,Port Stanley Airport
PSZ,Puerto Suárez International Airport
PTA,Port Alsworth Airport
PTB,Dinwiddie County Airport
PTC,Port Alice Seaplane Base
PTD,Port Alexander Seaplane Base
PTF,Malolo Lailai Airport
PTG,Polokwane International Airport
PTH,Port Heiden Airport
PTJ,Portland Airport
PTK,Oakland County International Airport
PTM,Palmarito Airport
PTN,Harry P. Williams Memorial Airport
PTO,Juvenal Loureiro Cardoso Airport
PTP,Pointe-à-Pitre International Airport
PTQ,Porto de Moz Airport
PTS,Atkinson Municipal Airport
PTT,Pratt Regional Airport
PTU,Platinum Airport
PTV,Porterville Municipal Airport
PTW,Heritage Field
PTX,Contador Airport
PTY,Tocumen International Airport
PTZ,Río Amazonas Airport
PUA,Puas Airport
PUB,Pueblo Memorial Airport
PUC,Carbon County Regional Airport
PUD,Puerto Deseado Airport
PUE,Puerto Obaldia Airport
PUF,Pau Pyrénées Airport
PUG,Port Augusta Airport
PUI,Pureni Airport
PUJ,Punta Cana International Airport
PUK,Pukarua Airport
PUL,Port of Poulsbo Marina Moorage Seaplane Base
PUM,Kolaka Pomala Airport
PUN,Punia Airport
PUP,Pô Airport
PUQ,Presidente Carlos Ibáñez del Campo International Airport
PUR,Puerto Rico Airport
PUS,Gimhae International Airport
PUT,Sri Sathya Sai Airport
PUU,Tres de Mayo Airport
PUV,Malabou Airport
PUW,Pullman–Moscow Regional Airport
PUX,El Mirador Airport
PUY,Pula Airport
PUZ,Puerto Cabezas Airport
PVA,El Embrujo Airport
PVC,Provincetown Municipal Airport
PVD,Theodore Francis Green State Airport
PVE,El Porvenir Airport
PVF,Placerville Airport
PVG,Shanghai Pudong International Airport
PVH,Governador Jorge Teixeira de Oliveira International Airport
PVI,Edu Chaves Airport
PVK,Aktion National Airport
PVL,Pike County Airport
PVO,Reales Tamarindos Airport
PVR,Licenciado Gustavo Díaz Ordaz International Airport
PVS,Provideniya Bay Airport
PVU,Provo Municipal Airport
PVW,Hale County Airport
PWA,Wiley Post Airport
PWD,Sher-Wood Airport
PWE,Pevek Airport
PWI,Beles Airport
PWK,Chicago Executive Airport
PWL,Wirasaba Airport
PWM,Portland International Jetport
PWN,Pitts Town Airport
PWO,Pweto Airport
PWQ,Pavlodar Airport
PWR,Port Walter Seaplane Base
